"Time,ETH_USD,ETH_USDT,ETH_USDC,BTC_USD,BTC_USDT,BTC_USDC,LTC_USD,LTC_USDT""20230419 10:01:23,1989.73,1990.27,1990.49,29217.8,29209.6,29233.1,95.15,95.14"
"20230419 10:38:20,1987.23,1986.3,1987.33,29299.3,29286.6,29299.6,95.58,95.53"
"20230419 10:38:31,1986.62,1985.31,1986.73,29294.0,29281.5,29295.6,95.57,95.5"
"20230419 10:38:42,1986.62,1985.56,1986.93,29294.9,29280.9,29292.6,95.6,95.53"
"20230419 10:38:53,1987.05,1985.78,1986.93,29289.6,29270.6,29283.7,95.6,95.52"
"20230419 10:39:04,1986.62,1985.1,1986.73,29287.0,29267.6,29280.0,95.61,95.56"
"20230419 10:39:15,1985.51,1984.51,1985.72,29270.0,29254.6,29263.6,95.57,95.5"
"20230419 10:39:27,1985.04,1984.02,1985.26,29270.0,29260.4,29269.6,95.57,95.5"
"20230419 10:39:38,1986.97,1985.87,1987.13,29291.8,29279.3,29287.6,95.66,95.6"
"20230419 10:39:49,1987.36,1986.49,1987.69,29295.4,29282.4,29293.6,95.67,95.6"
"20230419 10:40:00,1987.12,1986.3,1987.57,29287.1,29267.3,29282.0,95.65,95.58"
"20230419 10:40:11,1987.45,1986.29,1987.53,29272.1,29258.4,29269.6,95.58,95.53"
"20230419 10:40:22,1986.16,1984.98,1986.3,29261.9,29246.3,29258.8,95.58,95.5"
"20230419 10:40:33,1985.47,1984.25,1985.86,29250.0,29235.0,29250.0,95.58,95.51"
"20230419 10:40:45,1985.32,1984.45,1985.64,29252.3,29240.8,29249.0,95.61,95.55"
"20230419 10:40:56,1986.41,1985.34,1986.11,29265.1,29255.7,29254.9,95.59,95.53"
"20230419 10:41:07,1987.21,1986.07,1987.12,29257.8,29248.0,29256.4,95.62,95.55"
"20230419 10:41:18,1986.92,1985.78,1986.92,29259.4,29248.0,29256.4,95.61,95.52"
"20230419 10:41:29,1987.21,1985.9,1987.12,29259.4,29250.2,29255.6,95.57,95.5"
"20230419 10:41:40,1986.51,1985.28,1986.72,29259.4,29243.7,29254.6,95.57,95.5"
"20230419 10:41:51,1987.21,1985.93,1986.92,29259.4,29243.0,29253.1,95.53,95.47"
"20230419 10:42:02,1986.97,1985.59,1986.72,29250.6,29241.9,29247.4,95.53,95.45"
"20230419 10:42:14,1986.97,1986.19,1987.07,29258.3,29249.6,29257.8,95.58,95.51"
"20230419 10:42:25,1987.02,1985.93,1986.97,29261.9,29255.5,29264.6,95.58,95.52"
"20230419 10:42:36,1987.44,1986.42,1987.32,29267.3,29259.7,29268.1,95.6,95.54"
"20230419 10:42:47,1987.29,1986.77,1987.94,29267.3,29259.7,29269.0,95.6,95.53"
"20230419 10:42:58,1987.29,1986.67,1987.49,29267.3,29259.7,29267.7,95.6,95.52"
"20230419 10:43:09,1987.8,1986.99,1987.89,29274.9,29277.6,29281.6,95.6,95.52"
"20230419 10:43:21,1987.8,1986.98,1987.89,29280.1,29277.3,29281.5,95.63,95.55"
"20230419 10:43:32,1987.59,1986.94,1987.89,29280.1,29274.1,29280.1,95.6,95.52"
"20230419 10:43:43,1987.59,1986.84,1987.91,29280.1,29274.1,29283.1,95.64,95.57"
"20230419 10:43:54,1987.83,1986.84,1987.91,29283.7,29277.1,29286.1,95.71,95.61"
"20230419 10:44:06,1987.51,1986.68,1987.71,29284.7,29277.0,29277.0,95.66,95.55"
